id,partOfCommunityDegree,instanceOf__taxonomyIDs,meta.organizationalLevel,review.status__id,review.log,review.reviewer__contactsID,category,topLevel__id,parent__id,meta.localId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,description.de,description.en,hasHeads.literal,links.homepage.de,links.homepage.en,location.country.code,location.city,location.coords.lat,location.coords.lng,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,courses,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,operating__facilities,tagline.en,tagline.de,contacts,hasHeads.contact__contactsIDs
community/cern/ats/as/,full,/g/organization/formal-organization/sub-department,,01: preparation,,,international,community/cern,community/cern/ats/,as,Abteilung: Beschleunigersysteme,Department: Accelerator Systems,ATS-AS,ATS-AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/as/bt,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/as/,bt,Gruppe: Strahlübertragung,Group: Beam Transfer,ATS-AS-BT,ATS-AS-BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/as/bi,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/as/,bi,Gruppe: Strahlinstrumentierung,Group: Beam Instrumentation,ATS-AS-BI,ATS-AS-BI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/as/pc,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/as/,pc,Gruppe: Leistungsumwandler,Group: Power Converters,ATS-AS-PC,ATS-AS-PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/as/rf,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/as/,rf,Gruppe: Hochfrequenz,Group: Radio Frequency,ATS-AS-RF,ATS-AS-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/as/sti,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/as/,sti,"Gruppe: Quellen, Targets und Wechselwirkungen","Group: Sources, Targets & Interactions",ATS-AS-STI,ATS-AS-STI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/ty/,full,/g/organization/formal-organization/sub-department,,01: preparation,,,international,community/cern,community/cern/ats/,ty,Abteilung: Technologie,Department: Technology,ATS-TY,ATS-TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/ty/cr,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/ty/,cr,Gruppe: Kryogenik,Group: Cryogenics,ATS-TY-CR,ATS-TY-CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/ty/mpei,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/ty/,mpei,Gruppe: Maschinenschutz & Elektrische Integrität,Group: Machine Protection & Electrical Integrity,ATS-TY-MPEI,ATS-TY-MPEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/ty/msc,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/ty/,msc,"Gruppe: Magnete, Supraleiter & Kryostate","Group:Magnets, Superconductors & Cryostats",ATS-TY-MSC,ATS-TY-MSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/cern/ats/ty/vsc,full,/g/organization/working-group,,01: preparation,,,international,community/cern,community/cern/ats/ty/,vsc,"Gruppe: Vakuum, Oberflächen & Beschichtungen","Group: Vacuum, Surfaces & Coating",ATS-TY-VSC,ATS-TY-VSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-jena/physik,partial,/g/organization/formal-organization/department,,01: preparation,,,university,community/uni-jena,community/uni-jena,,Physikalisch-Astronomische Fakultät,Faculty of Physics and Astronomy,,,,,,,,,,0.000000,0.000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/uni-jena/physik/ioq/relativistische-laserphysik,partial,/g/organization/working-group,03 working group cluster,01: preparation,,,university,community/uni-jena,community/uni-jena,relativistische-laserphysik,Gruppe: Relativistische Laserphysik,Group: Relativistic laser physics,,,,,Prof. Dr. Malte C. Kaluza,https://www.physik.uni-jena.de/334/relativistische-laserphysik,,Deutschland,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,0,6,0,6,0,6,0,,1,0,0,5,0,0,,<to be set>,<to be translated>,,
community/uni-jena/physik/ioq,partial,/g/organization/formal-organization/sub-department,,01: preparation,,,university,community/uni-jena,community/uni-jena/physik,,Institut für Optik und Quantenelektronik,Institute of Optics and Quantum Electronics,IOQ,IOQ,,,,https://www.physik.uni-jena.de/60/institut-fuer-optik-und-quantenelektronik,https://www.physik.uni-jena.de/en/60/institute-for-optics-and-quantum-electronics,,,0.000000,0.000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,paulus.gerhard
community/uni-jena/physik/ioq/atomphysik,partial,/g/organization/working-group,03 working group cluster,01: preparation,u.a. Projekt: https://www.physik.uni-jena.de/5760/kryogene-stromkomparatoren,,university,community/uni-jena,community/uni-jena,relativistische-laserphysik,Gruppe: Atomphysik hochgeladener Teilchen,Group: Atomic Physics with highly charged Ions and X-Rays,,,,,Univ.-Prof. Dr. Thomas Stöhlker,https://www.physik.uni-jena.de/340/atomphysik-hochgeladener-teilchen,https://www.physik.uni-jena.de/en/340/atomic-physics-with-highly-charged-ions-and-x-rays,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
